	SRR29920099	SRR29920100	SRR29920101	SRR29920102	SRR29920103	SRR29920104	SRR29920105	SRR29920106	SRR29920107	SRR29920108	SRR29920109	SRR29920110	SRR29920111	SRR29920112	SRR29920113	SRR29920114	SRR29920115	SRR29920116	SRR29920117	SRR29920118	SRR29920119	SRR29920120	SRR29920121	SRR29920122	SRR29920123	SRR29920124	SRR29920125	SRR29920126	SRR29920127	SRR29920128	SRR29920129	SRR29920130	SRR29920131	SRR29920132	SRR29920133	SRR29920134	SRR29920135	SRR29920136	SRR29920137	SRR29920138	SRR29920139	SRR29920140	SRR29920141	SRR29920142	SRR29920143	SRR29920144	SRR29920145	SRR29920146	SRR29920147	SRR29920148	SRR29920149	SRR29920150	SRR29920151	SRR29920152	SRR29920153	SRR29920154	SRR29920155	SRR29920156	SRR29920157	SRR29920158	SRR29920159	SRR29920160	SRR29920161	SRR29920162	SRR29920163	SRR29920164	SRR29920165	SRR29920166	SRR29920167	SRR29920168	SRR29920169	SRR29920170	SRR29920171	SRR29920172	SRR29920173	SRR29920174	SRR29920175	SRR29920176	SRR29920177	SRR29920178	SRR29920179	SRR29920180	SRR29920181	SRR29920182	SRR29920183	SRR29920184	SRR29920185	SRR29920186	SRR29920187	SRR29920188	SRR29920189	SRR29920190	SRR29920191	SRR29920192	SRR29920193	SRR29920194	SRR29920195	SRR29920196	SRR29920197	SRR29920198	SRR29920199	SRR29920200
ASV_0051	275	229	227	365	175	835	0	0	0	0	0	0	0	0	0	25	36	99	239	193	268	0	65	59	99	89	0	0	22	181	32	23	5	57	15	18	0	0	0	0	36	30	0	12	0	98	32	50	0	0	0	0	0	0	54	0	438	0	0	838	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	74	0	0	47	143	40	0	0	0	202	0	0	702	0	0	0	0	0	0	0	0	0	157	0	402	314
ASV_0052	0	0	0	0	0	0	0	40	13	0	0	0	0	749	0	0	0	121	1232	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	81	34	211	171	0	0	32	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	90	0	0	0	0	0	0	599	1297	185	126	30	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	21	0	0	17	1351	348	344	0	0	0	0	0
ASV_0053	0	0	0	72	0	124	642	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0	269	97	0	0	270	1627	0	0	0	0	0	30	0	0	648	0	0	0	0	0	0	0	0	0	0	0	2	12	68	0	0	0	173	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	286	0	0	210	168	171	0	196	110	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	81	88
ASV_0054	0	0	0	0	0	0	244	42	0	73	20	91	21	891	0	0	0	0	0	0	0	58	0	0	20	65	80	494	0	0	0	0	0	18	0	0	451	444	336	94	0	14	0	0	0	80	37	73	0	5	0	0	0	0	72	0	0	106	16	76	0	0	0	78	25	119	54	0	0	54	70	29	89	0	0	34	154	44	0	142	148	95	0	0	13	41	11	0	29	0	0	0	0	39	115	0	0	266	46	250	599	437
ASV_0055	0	263	0	377	0	502	16	34	149	0	35	16	101	0	37	117	20	77	10	84	0	27	89	76	184	355	44	0	371	81	303	54	0	0	94	0	0	67	23	126	29	141	56	0	58	34	47	32	100	63	0	206	43	0	38	0	245	0	0	17	0	0	0	72	243	59	92	78	0	27	28	142	102	0	0	22	55	30	0	0	0	0	56	109	48	0	184	0	0	17	33	23	15	54	0	9	39	42	457	18	0	0
ASV_0056	0	0	0	54	0	142	0	26	69	195	0	230	83	0	0	258	219	0	0	0	1348	0	470	104	0	101	0	0	93	0	0	0	36	459	0	113	0	0	0	0	444	79	0	26	0	82	68	93	0	0	57	0	115	267	0	64	0	41	48	0	497	0	0	0	0	0	0	0	0	39	67	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	53	31	0	222	0	0	0	0	0	0	0	0	60	195	27	27
ASV_0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	826	0	0	584	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	502	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	922	0	0	212	994	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	0
ASV_0058	0	77	0	110	0	293	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	204	103	0	0	142	918	0	0	0	0	0	105	0	65	249	0	0	0	0	0	0	0	0	0	0	0	7	7	20	0	0	0	209	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	214	0	0	115	461	84	0	37	20	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	12	24
ASV_0059	0	0	28	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	626	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	207	0	0	1061	0	0	0	38	0	147	0	0	0	0	0	0	55	12	53	65	154	34	110	144	64	102	0	0	0	588	0	18	628	0	0	0	0	0	274	0	0	284	0	0	328	388
ASV_0060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5685	0	233	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0061	0	0	0	0	0	0	173	898	60	287	83	74	162	0	10	18	28	144	38	48	0	120	0	0	0	0	56	20	57	0	0	0	0	84	0	61	0	27	39	153	16	60	17	44	259	194	233	123	0	0	0	0	76	34	0	0	0	0	0	0	73	0	57	362	116	0	157	0	0	134	0	0	0	14	38	0	0	0	47	0	0	0	422	84	19	0	24	0	0	54	88	0	0	42	117	148	130	0	0	64	0	0
ASV_0062	0	38	27	43	5	125	0	886	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	20	0	0	55	45	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	350	0	33	55	131	20	235	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	0	0	38	35	0	70	813	0	0	0	0	0	0	0	0	36	0	0	0
ASV_0063	0	0	0	17	0	34	106	281	89	29	26	70	99	17	79	54	36	150	84	59	15	126	21	0	0	26	117	0	37	9	37	31	0	0	0	0	70	0	24	58	42	0	20	47	114	237	216	193	11	0	12	0	48	41	34	11	122	54	0	0	21	35	0	89	17	22	24	51	40	211	65	40	88	24	72	283	59	318	27	85	25	75	89	16	8	34	20	31	80	222	59	0	34	78	14	39	93	93	15	44	7	19
ASV_0064	0	0	0	0	0	0	589	115	34	0	14	0	0	0	0	0	0	200	372	178	0	11	0	0	0	0	136	453	0	0	0	0	0	0	0	0	848	0	0	0	118	110	0	0	0	529	285	147	0	0	0	0	0	0	0	0	0	0	0	0	0	503	23	0	0	0	0	0	0	119	35	22	221	0	0	176	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	31	0	0
ASV_0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3388	0	315	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	91	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	805	0	0	0	0	0	0	0
ASV_0066	0	0	0	21	0	0	0	468	487	0	0	0	0	0	0	0	0	173	428	143	28	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	49	0	272	235	488	0	0	30	0	0	0	176	0	0	0	0	0	0	0	0	170	74	323	130	0	0	0	0	0	303	0	0	52	133	30	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	354	347	0	0	0	0	0	0	0
ASV_0067	0	1347	0	585	0	195	16	211	123	0	16	7	56	0	18	81	0	0	18	19	9	12	9	23	108	146	35	0	47	44	134	0	0	0	31	0	11	17	0	38	0	97	45	0	24	0	0	0	0	10	10	170	30	0	0	0	97	0	0	31	0	0	0	0	103	13	13	87	5	61	19	37	0	0	0	0	7	0	0	0	7	0	0	45	12	0	74	0	0	0	0	16	0	15	0	10	46	27	336	0	0	0
ASV_0068	18	0	21	0	19	102	0	0	10	313	0	110	62	0	0	0	0	12	0	26	169	0	36	20	19	32	0	0	0	0	0	0	0	36	0	33	0	0	0	0	0	0	0	0	10	390	188	385	0	0	0	0	129	263	38	0	16	0	0	0	540	0	0	113	59	59	172	0	0	0	0	0	41	0	0	36	88	17	0	0	0	0	202	0	0	0	0	0	47	433	0	14	25	33	195	0	0	0	53	0	38	53
ASV_0069	0	0	0	0	0	0	0	556	192	2207	0	382	546	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0070	60	0	252	84	67	44	9	29	12	325	0	182	161	0	49	4	0	0	6	0	0	121	71	20	32	162	0	0	175	3	137	0	119	44	0	35	0	0	0	0	12	21	26	54	108	0	0	0	0	0	0	58	94	0	0	0	6	5	0	0	0	62	64	80	35	14	26	0	0	123	58	58	47	157	57	75	28	0	34	65	67	55	0	25	0	0	19	112	8	15	0	34	6	0	0	108	50	18	80	91	47	10
ASV_0071	79	0	76	0	183	0	0	158	283	31	78	62	37	107	0	0	0	0	0	0	0	179	0	0	0	0	45	0	0	0	0	0	42	27	0	57	35	35	63	128	0	0	0	0	33	0	0	0	0	0	0	0	32	47	98	0	0	0	0	63	7	19	187	119	44	202	101	91	47	24	73	53	20	24	15	0	244	0	28	0	0	0	0	0	0	16	0	0	180	0	16	0	0	24	0	101	50	138	0	141	197	151
ASV_0072	218	0	375	0	635	0	279	31	21	0	15	0	0	197	0	0	0	54	64	39	192	11	173	80	52	57	0	17	0	0	0	21	0	0	46	0	0	40	28	20	38	103	0	0	0	63	17	28	64	42	25	0	0	0	0	0	119	0	0	67	0	15	0	0	0	0	26	41	195	36	0	31	19	103	111	35	0	31	125	0	0	0	6	0	0	0	0	0	0	50	0	28	0	40	22	12	4	0	43	38	0	0
ASV_0073	0	0	0	0	0	0	0	0	0	370	0	313	148	0	94	279	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	324	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	495
ASV_0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2805	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	47	0	0	0	0	0	0	0	0	0	0	0	0	249	71	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	555	0	0	0	0	0	0	0
ASV_0075	0	0	0	27	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	78	0	0	0	1210	419	0	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	164	388	0	0	0	51	0	0	0
ASV_0076	9	0	93	27	23	27	67	863	157	0	99	0	0	0	62	13	0	96	122	0	0	135	0	20	0	18	165	0	15	0	12	15	0	0	42	0	18	0	72	26	19	71	0	0	40	53	71	16	0	0	0	0	33	13	0	36	156	171	39	21	0	18	0	15	27	0	82	0	0	38	0	0	10	104	23	21	0	53	10	28	73	0	86	19	8	24	10	0	18	31	0	42	28	0	15	0	15	0	0	89	0	0
ASV_0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	101	0	0	143	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	95	0	0	2818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	128	0	0	0	0	0	0	0	0	0	53	0	0	0
ASV_0078	0	0	0	0	0	0	988	0	0	0	0	0	0	0	171	464	134	0	0	0	0	0	0	0	0	0	118	106	0	0	0	125	0	0	23	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	90	0	0	0	0	0	0	0	0	0	459	76	0	0	0	0	301	0	0	0	0
ASV_0079	179	0	224	0	417	0	268	0	10	0	0	0	0	349	0	0	0	37	28	18	161	0	146	89	45	62	18	11	0	0	0	0	0	0	8	0	0	0	21	25	50	86	0	0	0	100	36	28	23	0	48	0	0	0	8	0	83	0	0	72	0	0	0	12	13	10	0	43	216	0	0	9	22	122	107	10	0	13	89	0	0	0	0	0	0	0	0	0	0	19	22	21	0	18	15	97	63	0	22	10	0	0
ASV_0080	0	46	0	159	0	785	0	419	281	76	17	90	95	0	0	0	0	72	12	163	0	105	0	0	0	0	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	84	25	0	157	35	24	20	12	0	18	0	0	0	13	0	0	0	0	0	0	0	0	0	0	46	0	0	0	89	111	71	73	0	0	6	44	16	0	0	0	0	0	0	0	21	0	0	114	0	0	0	0	0	0	0	0	0	0	89	0	0
ASV_0081	0	0	0	0	0	0	0	125	86	0	0	0	0	89	72	187	44	118	139	68	0	35	65	61	73	82	35	0	0	0	0	0	0	0	0	0	0	58	77	54	55	100	37	0	54	183	83	48	0	0	0	0	0	0	0	0	0	0	0	0	0	131	90	63	40	48	60	0	0	99	80	94	140	0	0	56	45	108	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	81	45	0	51	46	0	0
ASV_0082	77	0	88	54	101	171	0	64	67	0	0	110	84	0	0	72	0	0	0	41	0	0	0	0	73	234	0	0	0	0	0	0	105	0	0	0	0	0	0	85	0	75	0	0	0	0	0	0	0	0	0	132	0	0	0	118	101	156	60	167	0	0	65	90	72	0	146	56	0	134	69	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	102	105	0	0	0
ASV_0083	0	0	0	0	0	17	28	0	0	89	0	56	117	0	0	0	0	0	39	0	0	0	0	0	0	0	0	26	535	0	0	0	0	137	0	61	0	0	0	0	0	25	0	0	19	17	0	0	0	0	0	59	0	0	0	174	0	1212	139	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	117	0	97	0	55	44	0	81	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV_0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	923	0	0	0	664	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0085	0	0	0	0	0	0	85	0	0	0	0	0	95	0	0	70	40	0	0	45	74	0	0	55	0	0	32	49	0	0	107	143	0	0	178	0	58	0	91	116	69	0	82	0	71	0	0	37	212	43	40	0	28	67	56	0	0	0	0	0	0	33	0	0	24	43	0	26	0	0	0	0	0	0	0	48	65	43	0	0	0	0	95	0	0	0	0	0	0	177	0	244	145	89	51	0	0	0	0	0	0	0
ASV_0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	476	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	796	217	131	0	420	0	0	0	0	0	0	0	0	0	0	23	0	105	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	38	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1077	0	35	0	68	23	0	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	87	48	0	65	199	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0088	0	11	0	8	0	21	0	0	0	0	12	0	0	82	17	56	91	29	46	40	331	19	34	65	21	47	0	0	60	48	0	0	29	128	0	144	0	0	0	0	56	164	15	16	122	45	32	30	2	37	74	5	0	0	0	0	76	0	0	556	0	0	0	0	0	0	0	0	0	9	7	0	0	0	22	0	0	0	10	0	0	0	0	0	0	69	0	37	75	0	0	0	0	0	0	0	0	0	64	103	0	0
ASV_0089	0	0	0	0	0	0	29	0	0	0	0	0	0	103	76	123	48	158	123	82	0	0	53	94	79	86	0	0	0	0	0	0	0	0	0	0	0	51	66	0	0	0	65	0	53	171	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	96	65	0	50	82	0	0	130	69	97	165	0	0	50	41	131	0	0	0	0	0	0	0	0	0	0	0	0	38	52	29	0	0	72	51	0	56	0	0	0
ASV_0090	0	7	0	0	0	0	0	178	110	174	50	122	52	0	33	39	31	0	0	0	53	69	29	0	0	0	60	69	29	41	0	0	0	19	0	0	35	0	0	0	89	80	0	0	0	0	0	0	0	0	0	0	103	195	0	0	0	122	0	0	172	0	0	0	0	0	0	0	0	153	125	45	0	0	0	0	0	0	0	25	13	11	197	14	0	76	0	0	34	113	0	0	0	0	0	0	0	0	25	133	11	10
ASV_0091	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	213	0	0	0	0	0	0	135	0	0	143	148	99	0	127	0	0	0	0	0	80	0	0	86	0	0	0	0	75	191	0	0	241	0	0	0	121
ASV_0092	0	0	0	0	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	485	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	92	0	0	90	216	53	0	140	13	60	0	0	0	0	0	0	0	0	0	0	0	12	46	0	0	162	0	0	77	103
ASV_0093	186	0	196	0	297	0	191	0	0	0	0	0	0	99	0	0	0	54	49	0	159	0	149	69	53	53	0	0	0	0	0	0	0	0	0	0	0	0	37	16	44	91	0	0	0	64	23	20	0	0	41	0	0	0	0	0	104	0	0	53	0	0	0	0	0	0	0	32	165	0	28	0	18	136	93	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	45	33	0	0	0	0	0
ASV_0094	139	0	268	0	416	0	242	0	0	0	0	0	0	172	0	0	0	45	50	0	146	0	129	58	47	47	0	0	0	0	0	0	0	0	0	0	0	0	28	0	43	78	0	0	0	57	0	0	30	0	0	0	0	0	0	0	94	0	0	48	0	0	0	0	0	0	0	37	161	0	0	0	0	110	88	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	57	0	0	0	0	0	0
ASV_0095	24	5	56	13	22	30	5	0	29	65	22	31	0	23	6	40	2	48	33	35	17	14	36	0	10	6	25	65	12	4	22	7	65	43	0	34	75	32	9	9	16	40	0	11	45	12	18	9	0	0	8	24	34	28	0	20	9	138	22	28	66	119	22	14	17	10	28	10	20	46	70	7	20	23	27	10	14	4	11	14	14	14	82	40	0	22	17	23	85	58	24	8	0	7	12	28	21	71	21	53	10	38
ASV_0096	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	326	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
ASV_0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	230	167	0	0	0	0	0	0	130	212	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	87	0	0	0	0	0	0	79	120	0	0	0	0	0	0	0	0	0	0	0	0	0	86	49	0	46	0	0	92	0	90	0	0	0	0	208	57	0	0	0	142	75
ASV_0098	0	0	19	18	13	0	34	131	43	154	0	89	66	25	0	12	16	35	34	9	0	58	11	0	0	24	0	0	34	7	0	7	0	19	0	0	28	0	29	38	15	0	17	0	19	67	72	9	0	0	0	0	96	63	38	0	50	13	14	4	38	28	29	27	16	10	17	22	43	47	0	18	34	0	9	130	43	83	0	10	0	0	27	8	0	6	9	6	29	42	0	0	14	0	20	58	46	34	12	77	11	27
ASV_0099	0	0	0	0	0	0	0	0	77	241	0	142	110	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	319	285	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	98	94	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0
ASV_0100	6	0	11	0	17	0	0	430	94	136	55	98	65	0	19	25	0	89	30	9	0	37	21	0	8	67	0	0	0	0	0	0	10	0	0	0	6	4	29	64	0	22	0	21	5	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	19	18	27	13	13	18	16	13	35	0	22	0	185	62	0	28	0	39	0	22	9	104	0	0	0	0	59	0	35	13	30	17	0	0	76	46	0	0	0	0	8
ASV_0101	0	98	83	0	280	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	198	257	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	119	258
ASV_0102	64	14	87	30	72	157	0	10	11	0	0	0	10	0	28	54	17	0	17	14	0	9	10	0	69	96	19	0	0	0	35	0	43	14	0	22	11	30	23	42	11	36	10	24	34	0	0	0	0	0	0	0	0	0	0	18	53	67	14	32	0	129	100	16	21	4	18	30	42	44	60	36	0	38	31	0	0	0	27	14	19	27	13	21	0	0	19	21	0	9	30	0	0	0	10	34	26	0	69	8	26	27
ASV_0103	0	6	0	7	0	9	21	0	0	0	8	141	86	11	0	0	23	69	157	42	0	67	10	0	0	33	16	10	0	0	0	7	0	36	0	22	12	0	12	54	24	11	0	0	0	87	64	64	0	0	0	0	44	47	20	0	71	20	8	8	0	33	29	0	0	53	0	0	0	114	37	12	20	0	0	124	82	124	0	0	0	0	0	0	0	0	0	0	0	21	30	60	18	13	0	0	0	20	0	20	25	28
ASV_0104	0	5	37	0	15	17	40	138	30	120	0	101	64	18	31	34	14	14	17	0	0	25	30	0	4	35	12	13	0	0	26	10	0	9	8	0	15	11	10	44	7	33	7	0	45	20	28	32	0	0	0	0	30	5	9	5	48	92	14	12	0	29	24	32	6	16	12	20	22	23	20	17	62	26	11	56	23	54	0	9	15	15	14	0	0	10	10	0	52	43	0	39	0	7	6	39	14	45	11	40	19	10
ASV_0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0106	0	0	0	0	0	0	42	52	73	78	19	43	56	46	0	0	0	0	37	0	36	0	25	12	0	33	0	0	0	0	0	0	0	219	22	219	0	0	0	0	27	95	0	0	0	0	0	0	47	60	7	0	87	172	0	0	0	0	0	0	193	56	21	56	56	0	49	19	70	23	27	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	6	23	32	0	0	0	0	0	0	0
ASV_0107	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	427	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0
ASV_0108	0	0	42	25	0	26	0	0	0	0	0	11	0	21	0	0	0	0	11	0	0	121	38	0	34	42	45	0	97	0	31	0	29	22	0	21	0	18	13	30	19	22	36	35	88	98	34	82	0	0	0	40	0	0	0	0	36	0	0	0	0	20	28	42	0	20	22	0	0	32	0	0	23	8	0	120	34	85	0	34	45	38	0	0	0	14	0	14	67	13	13	27	10	0	0	11	13	67	27	72	0	74
ASV_0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	46	19	56	33	28	0	0	0	0	43	45	52	78	66	90	66	45	0	112	0	77	36	17	33	18	0	0	8	0	22	29	40	36	0	0	0	89	0	0	11	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	58	220	144	22	13	18	97	32	24	44	8	0	0	0	0	0	0	25	45	0	0	0	0	36	45	17	28	20	0	0
ASV_0110	0	0	0	0	0	0	23	42	49	30	30	23	24	109	23	31	12	43	22	24	0	17	0	0	0	0	15	11	0	0	0	21	0	0	10	0	3	46	74	111	11	67	19	0	15	73	48	51	0	0	0	0	0	0	26	0	0	0	0	0	0	76	79	28	10	47	20	49	58	58	42	29	61	0	0	13	30	33	0	0	0	0	0	0	0	0	0	0	0	23	61	36	11	0	0	86	72	23	0	33	9	12
ASV_0111	0	0	0	0	0	0	0	0	0	175	0	105	130	95	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	24	0	39	86	30	32	24	0	0	50	259	130	229	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	50	42	0	0	0	0	67	0	0	0	0	0	164	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	31	34
ASV_0112	0	0	0	0	0	0	63	53	27	41	19	76	16	48	23	49	29	3	0	14	94	0	35	13	53	27	17	63	10	0	0	0	6	0	0	0	53	25	19	44	15	63	13	3	26	7	13	11	10	0	11	0	10	20	22	0	0	0	0	0	48	41	61	14	37	0	34	24	43	34	27	0	44	0	0	10	14	12	0	25	16	30	18	0	0	0	0	10	0	39	18	11	0	10	19	27	31	36	35	39	44	29
