Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR29920182_2	(1.0, 2.4899916413708154)	(2.0, 0.835862918481369)	(3.0, 0.7588755444107167)	(4.0, 0.5455105362720514)	(5.0, 0.5664071092340855)	(6.0, 0.44212749109146093)	(7.0, 0.5158154062733711)	(8.0, 0.3343451673925476)	(9.0, 0.24745941665566848)	('>10', 5.148255686067485)	('>50', 1.5419471206722097)	('>100', 2.178742686199463)	('>500', 0.0)	('>1k', 25.195767894065373)	('>5k', 46.9436012493951)	('>10k+', 12.255290132418285)
SRR29920183_1	(1.0, 2.8121525816034554)	(2.0, 1.7860722812517087)	(3.0, 1.126319050830159)	(4.0, 0.7727496400517597)	(5.0, 0.5558694344711951)	(6.0, 0.568627093622993)	(7.0, 0.5485793435273105)	(8.0, 0.3207640015309191)	(9.0, 0.27884597860358307)	('>10', 4.877070841458747)	('>50', 1.4871785525524432)	('>100', 7.022180101696769)	('>500', 14.85356029816472)	('>1k', 62.99003080063423)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920183_2	(1.0, 2.526016512055988)	(2.0, 0.8930361406258543)	(3.0, 0.90214875430571)	(4.0, 0.6852685487251453)	(5.0, 0.5011937523920611)	(6.0, 0.5358216843755126)	(7.0, 0.3316991379467459)	(8.0, 0.21870272831653573)	(9.0, 0.3280540924748036)	('>10', 4.169932019901948)	('>50', 1.0880460733747652)	('>100', 2.227122783356722)	('>500', 3.9840347008328925)	('>1k', 39.082177550164936)	('>5k', 42.526745521150374)	('>10k+', 0.0)
SRR29920184_1	(1.0, 3.678674148715783)	(2.0, 2.1842756290351777)	(3.0, 1.3938333433898509)	(4.0, 0.9171544077716769)	(5.0, 0.6938997164062028)	(6.0, 0.6757979846738671)	(7.0, 0.5772441119089281)	(8.0, 0.5309841308151814)	(9.0, 0.5430519519700718)	('>10', 7.365393511534826)	('>50', 3.845612341358434)	('>100', 19.125485226975602)	('>500', 16.295581166153784)	('>1k', 42.173012329290614)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920184_2	(1.0, 3.2482551941913553)	(2.0, 1.3797542187091454)	(3.0, 1.0559343510529173)	(4.0, 0.8769283372553752)	(5.0, 0.6938997164062028)	(6.0, 0.45857720388583845)	(7.0, 0.3660572416983447)	(8.0, 0.3539894205434542)	(9.0, 0.38013636637905024)	('>10', 4.501297290774151)	('>50', 1.6472575876425513)	('>100', 4.700416339829844)	('>500', 7.065709286188379)	('>1k', 59.317363583338356)	('>5k', 13.954423862105031)	('>10k+', 0.0)
SRR29920185_1	(1.0, 3.79064845102944)	(2.0, 1.9703675197229171)	(3.0, 1.166057340773523)	(4.0, 1.0236675004810467)	(5.0, 0.692707331152588)	(6.0, 0.4618048874350587)	(7.0, 0.5657109871079469)	(8.0, 0.5079853761785645)	(9.0, 0.43294208197036754)	('>10', 10.498364441023668)	('>50', 5.32614970175101)	('>100', 5.628247065614778)	('>500', 19.328458726188185)	('>1k', 48.60688858957091)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920185_2	(1.0, 3.026746199730614)	(2.0, 1.281508562632288)	(3.0, 1.039060996728882)	(4.0, 0.800461804887435)	(5.0, 0.6638445256878969)	(6.0, 0.692707331152588)	(7.0, 0.444487204156244)	(8.0, 0.6311333461612468)	(9.0, 0.3983067154127381)	('>10', 4.594958629978834)	('>50', 1.3507792957475466)	('>100', 4.51029440061574)	('>500', 2.9266884741196844)	('>1k', 65.18375986145854)	('>5k', 12.45526265152973)	('>10k+', 0.0)
SRR29920186_1	(1.0, 4.318173529304497)	(2.0, 2.1372041285240164)	(3.0, 1.3020168496298188)	(4.0, 0.8242459608300813)	(5.0, 0.6291257886866771)	(6.0, 0.42671140450052886)	(7.0, 0.5361245851416901)	(8.0, 0.5543601152485503)	(9.0, 0.44312338159670295)	('>10', 6.953207629745798)	('>50', 4.0464641307122795)	('>100', 16.173091651774318)	('>500', 25.053794813815237)	('>1k', 36.60235603048981)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920186_2	(1.0, 3.1292169663372116)	(2.0, 1.2910755315657025)	(3.0, 0.9518946715781028)	(4.0, 0.7877749006163609)	(5.0, 0.6929501440606879)	(6.0, 0.5033006309493416)	(7.0, 0.5488894562164922)	(8.0, 0.36471060213720413)	(9.0, 0.3774754732120063)	('>10', 4.611765564024947)	('>50', 1.6594332397242788)	('>100', 6.138079433969146)	('>500', 3.1273934133265255)	('>1k', 55.361245851416896)	('>5k', 20.454794120865095)	('>10k+', 0.0)
SRR29920187_1	(1.0, 4.041107820937119)	(2.0, 2.1092302576364585)	(3.0, 1.3491472819116086)	(4.0, 0.9437696948583554)	(5.0, 0.807588161707653)	(6.0, 0.5985653433833193)	(7.0, 0.5653117131953571)	(8.0, 0.5193900334119808)	(9.0, 0.3705404506658644)	('>10', 10.402052224034456)	('>50', 7.464648224097798)	('>100', 19.934759544583617)	('>500', 17.885702522525378)	('>1k', 33.00818672705104)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920187_2	(1.0, 3.08942059508163)	(2.0, 1.4251555794840938)	(3.0, 1.0071099428354262)	(4.0, 0.8930974964766987)	(5.0, 0.6888251967506454)	(6.0, 0.5795632689901982)	(7.0, 0.36578993206758403)	(8.0, 0.3293692894807683)	(9.0, 0.2992826716916597)	('>10', 4.571582397745087)	('>50', 0.55897768839765)	('>100', 6.509793985843454)	('>500', 7.8668587987521965)	('>1k', 61.55563649031686)	('>5k', 10.259536666086047)	('>10k+', 0.0)
SRR29920188_1	(1.0, 4.142572755711442)	(2.0, 2.4330900243309004)	(3.0, 1.3792776566499194)	(4.0, 1.0048345814769173)	(5.0, 0.8373621512307644)	(6.0, 0.5403355768319272)	(7.0, 0.6082725060827251)	(8.0, 0.3665434322368629)	(9.0, 0.4408000758365722)	('>10', 10.844629822732013)	('>50', 7.8396056498246285)	('>100', 24.61370746042279)	('>500', 15.71396972856827)	('>1k', 29.23499857806427)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920188_2	(1.0, 2.6700793124150786)	(2.0, 1.3145005845735773)	(3.0, 0.9669162953834487)	(4.0, 0.7394065788226373)	(5.0, 0.5845735772743073)	(6.0, 0.5118968622618258)	(7.0, 0.519796505197965)	(8.0, 0.3918222896325086)	(9.0, 0.3554839321262679)	('>10', 4.765064619079218)	('>50', 1.0237937245236517)	('>100', 3.474262963314058)	('>500', 7.406705216924195)	('>1k', 56.37027206370272)	('>5k', 18.905425474768542)	('>10k+', 0.0)
SRR29920189_1	(1.0, 4.476480821233573)	(2.0, 2.33211043938063)	(3.0, 1.3899653800444376)	(4.0, 1.1367746602593913)	(5.0, 0.7147901272843142)	(6.0, 0.640727535782566)	(7.0, 0.5425515423965277)	(8.0, 0.5925007320139858)	(9.0, 0.5580530150364285)	('>10', 9.848602283883636)	('>50', 5.732100105065537)	('>100', 32.31195852494876)	('>500', 13.971994006097246)	('>1k', 25.75139082657297)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920189_2	(1.0, 3.30870321569438)	(2.0, 1.3434609621247353)	(3.0, 0.9920942489536505)	(4.0, 0.9507569885805818)	(5.0, 0.7320139857730928)	(6.0, 0.5580530150364285)	(7.0, 0.47021133674365734)	(8.0, 0.39959351693966483)	(9.0, 0.449542706557123)	('>10', 4.466146506140305)	('>50', 1.011040493291307)	('>100', 0.20840868771422175)	('>500', 5.179214247575742)	('>1k', 61.828484817168736)	('>5k', 18.102275271706368)	('>10k+', 0.0)
SRR29920190_1	(1.0, 3.719227435608854)	(2.0, 2.2095445078330163)	(3.0, 1.4320642682500873)	(4.0, 0.8279323682746667)	(5.0, 0.769718373630354)	(6.0, 0.6209492762059999)	(7.0, 0.41655347278819166)	(8.0, 0.2897763288961333)	(9.0, 0.2910699732215625)	('>10', 8.219816043776925)	('>50', 6.972742914063207)	('>100', 20.105820105820104)	('>500', 12.64925421404639)	('>1k', 41.475530717584505)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920190_2	(1.0, 2.4825034604985707)	(2.0, 1.0970103879639332)	(3.0, 0.7761865952574999)	(4.0, 0.6002509669991333)	(5.0, 0.49158484366308325)	(6.0, 0.4967594209647999)	(7.0, 0.28072081861812914)	(8.0, 0.3932678749304666)	(9.0, 0.37256956572359995)	('>10', 5.001228962109158)	('>50', 1.5368494586098498)	('>100', 0.6739886935485957)	('>500', 6.99861580057179)	('>1k', 37.705851153283916)	('>5k', 26.18336114668633)	('>10k+', 14.909250850571143)
SRR29920191_1	(1.0, 4.3509287438346105)	(2.0, 2.2583691887921082)	(3.0, 1.4482107251547907)	(4.0, 0.9402875432889075)	(5.0, 0.6401511176408857)	(6.0, 0.541504879840487)	(7.0, 0.4407597859166754)	(8.0, 0.5540980165809634)	(9.0, 0.3589043971035785)	('>10', 8.378633644663658)	('>50', 6.8842480847937875)	('>100', 17.20432364361423)	('>500', 22.117745828523454)	('>1k', 33.88183440025186)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920191_2	(1.0, 2.9908699758631547)	(2.0, 1.1879525658516108)	(3.0, 0.8122573197607305)	(4.0, 0.7220065064539826)	(5.0, 0.5981739951726309)	(6.0, 0.6170637002833456)	(7.0, 0.572987721691678)	(8.0, 0.43656207366984995)	(9.0, 0.2833455766607199)	('>10', 4.260677930527863)	('>50', 0.9465841116591458)	('>100', 6.078287333403296)	('>500', 9.251757792003358)	('>1k', 45.192570049323116)	('>5k', 26.048903347675516)	('>10k+', 0.0)
SRR29920192_1	(1.0, 5.110996386164171)	(2.0, 2.345895715023232)	(3.0, 1.3319566339700568)	(4.0, 0.8921011874032008)	(5.0, 0.7640681466184821)	(6.0, 0.6442953020134228)	(7.0, 0.5926690758905524)	(8.0, 0.6112545172947857)	(9.0, 0.46463603510583373)	('>10', 12.84873515745999)	('>50', 8.62570986060919)	('>100', 29.759421786267424)	('>500', 23.452762003097575)	('>1k', 12.555498193082085)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920192_2	(1.0, 3.0500774393391845)	(2.0, 1.2018585441404233)	(3.0, 1.0407847186370678)	(4.0, 0.7681982447083119)	(5.0, 0.7847186370676303)	(6.0, 0.5947341249354673)	(7.0, 0.5059370160041301)	(8.0, 0.34692823954568924)	(9.0, 0.2230252968508002)	('>10', 4.8673205988642225)	('>50', 0.9127516778523489)	('>100', 3.882292204439856)	('>500', 10.909654104284977)	('>1k', 59.37842023748065)	('>5k', 11.533298915849251)	('>10k+', 0.0)
SRR29920193_1	(1.0, 5.659451604989527)	(2.0, 2.5476024230529712)	(3.0, 1.3417372761412316)	(4.0, 0.9888471627257459)	(5.0, 0.7737162914457172)	(6.0, 0.4981978071748033)	(7.0, 0.6869090977713197)	(8.0, 0.5132947104225246)	(9.0, 0.35666433922741597)	('>10', 12.909739389707687)	('>50', 10.533864241097545)	('>100', 44.80760883923685)	('>500', 15.997056103866694)	('>1k', 2.385310713139967)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920193_2	(1.0, 3.6685474891962784)	(2.0, 1.7210469702402296)	(3.0, 1.1549130984506804)	(4.0, 0.8756203883678361)	(5.0, 0.6416183880281557)	(6.0, 0.5095204846105942)	(7.0, 0.5812307750372705)	(8.0, 0.3019380649544262)	(9.0, 0.22079220999792418)	('>10', 4.398860183804797)	('>50', 0.9190239852050348)	('>100', 6.818138929252138)	('>500', 18.018154026155383)	('>1k', 60.170595006699244)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920194_1	(1.0, 5.123822811301011)	(2.0, 2.45204046041158)	(3.0, 1.5015695849319846)	(4.0, 0.8022322985699336)	(5.0, 0.8109522148587375)	(6.0, 0.7534007673526334)	(7.0, 0.6103941402162539)	(8.0, 0.5162190442971748)	(9.0, 0.7063132193930938)	('>10', 14.827345657481688)	('>50', 11.159748866410881)	('>100', 43.71119637251482)	('>500', 13.39379141960237)	('>1k', 3.6309731426578304)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920194_2	(1.0, 3.4443669340774328)	(2.0, 1.4196023718172306)	(3.0, 0.8685036623648412)	(4.0, 0.8371119637251482)	(5.0, 0.749912800837112)	(6.0, 0.6696895709801186)	(7.0, 0.4150680153470527)	(8.0, 0.43250784792465996)	(9.0, 0.34530868503662365)	('>10', 4.2622950819672125)	('>50', 1.6585280781304501)	('>100', 4.736658528078131)	('>500', 3.9483780955702827)	('>1k', 66.1457970003488)	('>5k', 10.066271363794908)	('>10k+', 0.0)
SRR29920195_1	(1.0, 4.585614640366009)	(2.0, 2.286057151428786)	(3.0, 1.4715367884197104)	(4.0, 0.7860196504912622)	(5.0, 0.7875196879921997)	(6.0, 0.5850146253656341)	(7.0, 0.48301207530188256)	(8.0, 0.4680117002925073)	(9.0, 0.3105077626940673)	('>10', 11.887797194929874)	('>50', 6.919672991824796)	('>100', 26.72166804170104)	('>500', 27.27368184204605)	('>1k', 15.433885847146179)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920195_2	(1.0, 3.0645766144153606)	(2.0, 1.2390309757743945)	(3.0, 0.9540238505962649)	(4.0, 0.8040201005025126)	(5.0, 0.6150153753843846)	(6.0, 0.4320108002700067)	(7.0, 0.44101102527563185)	(8.0, 0.4080102002550064)	(9.0, 0.25650641266031654)	('>10', 4.495612390309757)	('>50', 1.4835370884272108)	('>100', 1.59303982599565)	('>500', 4.948623715592889)	('>1k', 60.862521563039074)	('>5k', 18.40246006150154)	('>10k+', 0.0)
SRR29920196_1	(1.0, 5.597455558879564)	(2.0, 2.689297916896286)	(3.0, 1.4312481302451543)	(4.0, 0.957314480956055)	(5.0, 0.795137850136197)	(6.0, 0.6235140369384831)	(7.0, 0.4518902237407693)	(8.0, 0.7179858607170411)	(9.0, 0.481806301270646)	('>10', 14.194391522728347)	('>50', 11.160271449040323)	('>100', 43.49955125883705)	('>500', 15.265072192218671)	('>1k', 2.135063217395412)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920196_2	(1.0, 2.8861142164349483)	(2.0, 1.3352017760702872)	(3.0, 0.821904866873455)	(4.0, 0.7683708333989387)	(5.0, 0.7715198941915574)	(6.0, 0.5101478484042135)	(7.0, 0.5510856387082552)	(8.0, 0.3778872951142322)	(9.0, 0.35426933916959263)	('>10', 4.868447985388357)	('>50', 1.3729905055817104)	('>100', 5.229015446143188)	('>500', 4.698398702586953)	('>1k', 65.37607658515847)	('>5k', 10.078569066775835)	('>10k+', 0.0)
SRR29920197_1	(1.0, 4.575089747098311)	(2.0, 2.4694537903057032)	(3.0, 1.4295143192903943)	(4.0, 1.0045235757175743)	(5.0, 0.8290539126515237)	(6.0, 0.6181683542877381)	(7.0, 0.5859720858352517)	(8.0, 0.48938328047779267)	(9.0, 0.36220802009047154)	('>10', 11.059418213429064)	('>50', 7.772179204430206)	('>100', 22.706418326116005)	('>500', 16.57946843960785)	('>1k', 29.519148730662113)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920197_2	(1.0, 2.9958627795038555)	(2.0, 1.281411484408957)	(3.0, 0.927252531431607)	(4.0, 0.6632431301212189)	(5.0, 0.6439253690497271)	(6.0, 0.5891917126805003)	(7.0, 0.4056729825013281)	(8.0, 0.5408973100017708)	(9.0, 0.3042547368759961)	('>10', 5.214185675880166)	('>50', 0.6374861153592298)	('>100', 6.37164152674705)	('>500', 6.083484924097298)	('>1k', 40.386999146798885)	('>5k', 32.95449057454241)	('>10k+', 0.0)
SRR29920198_1	(1.0, 4.914285714285714)	(2.0, 2.5428571428571427)	(3.0, 1.4714285714285715)	(4.0, 1.1492063492063493)	(5.0, 0.9285714285714286)	(6.0, 0.8476190476190476)	(7.0, 0.7333333333333333)	(8.0, 0.4571428571428572)	(9.0, 0.5714285714285714)	('>10', 13.149206349206349)	('>50', 9.698412698412698)	('>100', 28.774603174603175)	('>500', 16.46825396825397)	('>1k', 18.29365079365079)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920198_2	(1.0, 3.3063492063492066)	(2.0, 1.4793650793650792)	(3.0, 1.2095238095238094)	(4.0, 0.7682539682539682)	(5.0, 0.6190476190476191)	(6.0, 0.6761904761904761)	(7.0, 0.4444444444444444)	(8.0, 0.4952380952380952)	(9.0, 0.41428571428571426)	('>10', 4.963492063492064)	('>50', 0.992063492063492)	('>100', 3.585714285714286)	('>500', 8.426984126984127)	('>1k', 72.61904761904762)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920199_1	(1.0, 4.8948025746949755)	(2.0, 2.481826624395555)	(3.0, 1.3594005187818234)	(4.0, 0.9671117942805905)	(5.0, 0.6724949562878278)	(6.0, 0.6724949562878278)	(7.0, 0.605245460659045)	(8.0, 0.3714734044256573)	(9.0, 0.3602651551541935)	('>10', 7.844173311557307)	('>50', 7.730489640375317)	('>100', 29.722675889454635)	('>500', 15.038268165369711)	('>1k', 27.279277548275534)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920199_2	(1.0, 3.0886732635219523)	(2.0, 1.2937522016203926)	(3.0, 1.0279565760399654)	(4.0, 0.8198033752842091)	(5.0, 0.6885067409613476)	(6.0, 0.5572101066384859)	(7.0, 0.48195471867294326)	(8.0, 0.3202356934703942)	(9.0, 0.3602651551541935)	('>10', 4.528132705671374)	('>50', 1.0359624683767252)	('>100', 2.364940596278861)	('>500', 7.648829538540365)	('>1k', 57.46629519326224)	('>5k', 18.31748166650655)	('>10k+', 0.0)
SRR29920200_1	(1.0, 4.249308956888608)	(2.0, 2.2186120944668057)	(3.0, 1.2002327724164688)	(4.0, 1.018379322050337)	(5.0, 0.5940546045293633)	(6.0, 0.5892051791862665)	(7.0, 0.5346491440764269)	(8.0, 0.4655448329372969)	(9.0, 0.3928034527908443)	('>10', 7.824547791086756)	('>50', 5.1040201736094275)	('>100', 23.958585907569955)	('>500', 18.0095533679259)	('>1k', 33.840502400465546)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920200_2	(1.0, 2.663546869695941)	(2.0, 1.0692982881528539)	(3.0, 0.7746956985597206)	(4.0, 0.649822995974977)	(5.0, 0.4728189709519422)	(6.0, 0.5819310411716212)	(7.0, 0.517676155375588)	(8.0, 0.3200620726443916)	(9.0, 0.3928034527908443)	('>10', 5.2967848309975265)	('>50', 1.6172833519227972)	('>100', 2.190727898743999)	('>500', 0.7528732845157848)	('>1k', 44.539547063672956)	('>5k', 38.160128024829056)	('>10k+', 0.0)
